Name,Sex,Hand,IOC,Won_Tournaments,Number_of_Matches,Win_Percentage,best_year_matches,worst_year_matches,best_year_wins,worst_year_wins
Muge Topsel,F,U,TUR,0.0,3.0,0.6666666666666666,2016.0,2016.0,2016.0,2016.0
Jasmin Jebawy,F,U,GER,0.0,86.0,0.29069767441860467,2019.0,2018.0,2021.0,2018.0
Nina Potocnik,F,R,SLO,4.0,236.0,0.614406779661017,2017.0,2020.0,2017.0,2021.0
Elpida Malamou,F,U,GRE,0.0,11.0,0.45454545454545453,2019.0,2018.0,2019.0,2018.0
Natsumi Chimura,F,U,JPN,0.0,15.0,0.2,2016.0,2017.0,2016.0,2016.0
Chatchaya Sakchatchawan,F,U,THA,0.0,5.0,0.2,2016.0,2016.0,2016.0,2016.0
Chanikarn Silakul,F,R,THA,0.0,20.0,0.3,2018.0,2017.0,2018.0,2017.0
Adrijana Lekaj,F,U,CRO,0.0,17.0,0.47058823529411764,2016.0,2018.0,2016.0,2020.0
Alejandra Gutierrez,F,U,COL,0.0,12.0,0.25,2021.0,2019.0,2021.0,2021.0
Natalia Vikhlyantseva,F,R,RUS,2.0,242.0,0.5371900826446281,2018.0,2021.0,2019.0,2021.0
Valeriya Pogrebnyak,F,U,RUS,0.0,61.0,0.26229508196721313,2017.0,2018.0,2017.0,2018.0
Dhruthi Tatachar Venugopal,F,R,IND,1.0,78.0,0.46153846153846156,2016.0,2021.0,2016.0,2018.0
Vanja Klaric,F,R,SRB,0.0,6.0,0.6666666666666666,2016.0,2016.0,2016.0,2016.0
Yan Wang,F,U,CHN,2.0,32.0,0.5625,2016.0,2017.0,2016.0,2016.0
Yuenu Li,F,U,CHN,0.0,22.0,0.13636363636363635,2016.0,2017.0,2016.0,2018.0
Rifanty Kahfiani,F,R,INA,0.0,14.0,0.6428571428571429,2019.0,2016.0,2019.0,2016.0
Kwan Yau Ng,F,U,HKG,0.0,99.0,0.24242424242424243,2019.0,2020.0,2019.0,2017.0
Ka Man Carina Ma,F,R,HKG,0.0,7.0,0.2857142857142857,2016.0,2016.0,2016.0,2016.0
Fang Ying Xun,F,U,CHN,5.0,267.0,0.5580524344569289,2019.0,2021.0,2018.0,2021.0
Si Qi Liu,F,U,CHN,0.0,42.0,0.2857142857142857,2019.0,2018.0,2019.0,2018.0
Veronika Stotyka,F,U,UKR,0.0,19.0,0.10526315789473684,2016.0,2017.0,2016.0,2016.0
Paulina Wulcan,F,U,SWE,0.0,9.0,0.2222222222222222,2016.0,2017.0,2016.0,2016.0
Freya Christie,F,U,GBR,0.0,186.0,0.41397849462365593,2019.0,2020.0,2019.0,2020.0
Katharina Gerlach,F,R,GER,4.0,243.0,0.5473251028806584,2019.0,2020.0,2017.0,2020.0
Sinead Lohan,F,U,IRL,2.0,58.0,0.6896551724137931,2019.0,2016.0,2020.0,2016.0
Shiran Arol Wiegand,F,U,ISR,0.0,32.0,0.40625,2016.0,2017.0,2016.0,2019.0
Nataliya Pogribnyak,F,U,UKR,0.0,16.0,0.0625,2016.0,2017.0,2016.0,2016.0
Anastasia Pribylova,F,U,RUS,1.0,237.0,0.5822784810126582,2019.0,2020.0,2019.0,2020.0
Amelie Intert,F,U,GER,0.0,50.0,0.3,2017.0,2018.0,2017.0,2018.0
Anneliese Rose,F,U,TRI,0.0,7.0,0.2857142857142857,2019.0,2017.0,2018.0,2018.0
Mariaryeni Gutierrez,F,U,VEN,0.0,12.0,0.3333333333333333,2016.0,2019.0,2021.0,2016.0
Amreetha Muttiah,F,U,SRI,0.0,5.0,0.6,2016.0,2016.0,2016.0,2016.0
Rosaline Zafir Chavez Tello,F,U,PAN,0.0,6.0,0.3333333333333333,2017.0,2017.0,2017.0,2017.0
Camila Quesada,F,U,CRC,0.0,3.0,0.6666666666666666,2016.0,2016.0,2016.0,2016.0
Breana Stampfli,F,U,TRI,0.0,15.0,0.7333333333333333,2019.0,2017.0,2019.0,2017.0
Monica Matias,F,U,PUR,0.0,3.0,1.0,2017.0,2017.0,2017.0,2017.0
Michelle Marie Valdez,F,U,DOM,0.0,2.0,0.5,2017.0,2017.0,2017.0,2017.0
Mariella Calderon,F,U,CRC,0.0,4.0,0.25,2016.0,2016.0,2016.0,2016.0
Thisuri Molligoda,F,U,SRI,0.0,3.0,0.6666666666666666,2017.0,2017.0,2017.0,2017.0
Justina Mikulskyte,F,U,LTU,3.0,134.0,0.6268656716417911,2021.0,2018.0,2021.0,2018.0
Karla Portalatin,F,U,DOM,0.0,9.0,0.3333333333333333,2019.0,2017.0,2019.0,2019.0
Aslina Chua,F,R,MAS,0.0,3.0,0.6666666666666666,2017.0,2017.0,2017.0,2017.0
Paige Mary Hourigan,F,R,NZL,4.0,118.0,0.6186440677966102,2019.0,2017.0,2019.0,2017.0
Anais Van Cauter,F,U,FRA,0.0,4.0,0.25,2016.0,2016.0,2016.0,2016.0
Petra Uberalova,F,R,SVK,0.0,16.0,0.5,2016.0,2016.0,2016.0,2016.0
Megan Mccray,F,U,USA,0.0,30.0,0.4,2019.0,2020.0,2019.0,2018.0
Jil Belen Teichmann,F,L,SUI,7.0,172.0,1.0,2017.0,1800.0,2017.0,1800.0
Sara Ottomano,F,R,SUI,0.0,33.0,0.30303030303030304,2016.0,2018.0,2016.0,2017.0
Allie Kiick,F,R,USA,3.0,176.0,0.5511363636363636,2019.0,2020.0,2019.0,2020.0
Maria Marfutina,F,U,RUS,5.0,169.0,0.6153846153846154,2018.0,2021.0,2018.0,2021.0
Olga Fridman,F,L,UKR,0.0,26.0,0.5769230769230769,2016.0,2017.0,2016.0,2017.0
Alexandra Osborne,F,U,AUS,0.0,91.0,0.5054945054945055,2019.0,2018.0,2019.0,2018.0
Jana Fett,F,R,CRO,0.0,253.0,0.525691699604743,2017.0,2016.0,2017.0,2016.0
Sofia Kenin,F,R,USA,9.0,425.0,0.45176470588235296,2017.0,1800.0,2019.0,2021.0
Camille Sireix,F,U,FRA,0.0,27.0,0.18518518518518517,2018.0,2016.0,2017.0,2018.0
Louise Lampla,F,U,FRA,0.0,89.0,0.33707865168539325,2019.0,2016.0,2019.0,2016.0
Theo Gravouil,F,U,FRA,2.0,105.0,0.5619047619047619,2016.0,2018.0,2016.0,2018.0
Maria Gutierrez Carrasco,F,U,ESP,2.0,223.0,0.5246636771300448,2019.0,2017.0,2021.0,2017.0
Ao Gai,F,U,CHN,1.0,97.0,0.4948453608247423,2018.0,2017.0,2018.0,2017.0
Ty Ana Williams,F,R,USA,0.0,8.0,0.125,2019.0,2019.0,2019.0,2019.0
Karina Kristina Vyrlan,F,U,USA,0.0,3.0,0.3333333333333333,2016.0,2016.0,2016.0,2016.0
Maria Jose Luque Moreno,F,U,ESP,2.0,95.0,0.6210526315789474,2017.0,2019.0,2017.0,2019.0
Risa Ushijima,F,R,JPN,0.0,151.0,0.46357615894039733,2019.0,2020.0,2019.0,2020.0
Megumi Nishimoto,F,R,JPN,0.0,24.0,0.375,2017.0,2016.0,2017.0,2018.0
Iryna Shymanovich,F,R,BLR,8.0,125.0,0.752,2019.0,2020.0,2019.0,2020.0
Yasmyn Gulman,F,U,TUR,0.0,8.0,0.125,2016.0,2016.0,2016.0,2016.0
Kristyna Hrabalova,F,U,CZE,0.0,71.0,0.3380281690140845,2019.0,2020.0,2019.0,2016.0
Kateryna Sliusar,F,U,UKR,2.0,67.0,0.5970149253731343,2016.0,2017.0,2016.0,2017.0
Tatjana Maria,F,R,GER,3.0,273.0,0.4981684981684982,2017.0,2021.0,2017.0,2021.0
Irina Fetecau,F,R,ROU,2.0,241.0,0.5975103734439834,2018.0,2020.0,2018.0,2020.0
Hana Mortagy,F,R,EGY,0.0,9.0,0.4444444444444444,2020.0,2021.0,2020.0,2020.0
Sandra Jamrichova,F,U,SVK,1.0,59.0,0.4745762711864407,2016.0,2018.0,2016.0,2017.0
Jelena Stojanovic,F,R,AUS,0.0,134.0,0.3582089552238806,2017.0,2020.0,2018.0,2019.0
Emily Arbuthnott,F,U,GBR,1.0,99.0,0.6161616161616161,2016.0,2018.0,2016.0,2018.0
Gabriella Taylor,F,R,GBR,5.0,182.0,0.5934065934065934,2018.0,2020.0,2018.0,2020.0
Luisa Stefani,F,U,BRA,0.0,81.0,0.5185185185185185,2019.0,2020.0,2019.0,2021.0
Vasavi Ganesan,F,R,IND,0.0,4.0,0.25,2016.0,2016.0,2017.0,2017.0
Lyuboslava Peruhova,F,U,BUL,0.0,21.0,0.23809523809523808,2019.0,2016.0,2019.0,2018.0
Jessica Pieri,F,U,ITA,3.0,245.0,0.5306122448979592,2017.0,2020.0,2017.0,2020.0
Anna Bogoslavets,F,U,UKR,0.0,4.0,0.25,2016.0,2016.0,2016.0,2016.0
Melanie Stokke,F,R,NOR,1.0,230.0,0.5782608695652174,2019.0,2020.0,2019.0,2018.0
Valeria Koussenkova,F,R,ESP,0.0,56.0,0.375,2019.0,2020.0,2019.0,2020.0
Marie Bouzkova,F,R,CZE,8.0,406.0,0.4852216748768473,2018.0,1800.0,2018.0,1800.0
Rita Atik,F,R,MAR,0.0,42.0,0.47619047619047616,2020.0,2017.0,2020.0,2017.0
Yukun Zhang,F,R,CHN,0.0,40.0,0.375,2016.0,2018.0,2016.0,2017.0
Tina Tehrani,F,U,USA,0.0,14.0,0.42857142857142855,2016.0,2016.0,2016.0,2016.0
Eleni Christofi,F,U,GRE,0.0,10.0,0.4,2020.0,2016.0,2017.0,2017.0
Dalma Galfi,F,U,HUN,3.0,281.0,0.5587188612099644,2019.0,2020.0,2016.0,2020.0
Ahlam Shawkat,F,U,EGY,0.0,10.0,0.2,2016.0,2017.0,2016.0,2016.0
Martha Matoula,F,R,GRE,0.0,54.0,0.6111111111111112,2021.0,2019.0,2021.0,2019.0
Alexa Graham,F,R,USA,2.0,53.0,0.5660377358490566,2016.0,2019.0,2016.0,2019.0
Yukina Saigo,F,R,JPN,0.0,118.0,0.4067796610169492,2019.0,2020.0,2019.0,2020.0
Paulina Lewandowska,F,R,POL,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0
Emerald Able,F,L,USA,0.0,26.0,0.3076923076923077,2019.0,2020.0,2019.0,2020.0
Maddison Inglis,F,R,AUS,5.0,182.0,0.5824175824175825,2019.0,2017.0,2019.0,2017.0
Alexandra Morozova,F,R,USA,0.0,39.0,0.4358974358974359,2016.0,2017.0,2016.0,2017.0
Aleah Marrow,F,U,USA,0.0,16.0,0.1875,2016.0,2017.0,2016.0,2019.0
Usue Maitane Arconada,F,R,USA,3.0,249.0,0.5220883534136547,2019.0,2020.0,2019.0,2020.0
Ellie Halbauer,F,U,USA,4.0,204.0,0.5637254901960784,2018.0,2021.0,2018.0,2020.0
Jade Lewis,F,R,NZL,0.0,30.0,0.3,2017.0,2018.0,2016.0,2016.0
Sung Hee Kim,F,U,KOR,0.0,13.0,0.23076923076923078,2016.0,2018.0,2016.0,2016.0
Chiara Pusceddu,F,U,ITA,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0
Julia Mikulski,F,U,GER,0.0,13.0,0.5384615384615384,2019.0,2018.0,2019.0,2019.0
Camilla Scala,F,U,ITA,4.0,186.0,0.5698924731182796,2017.0,2018.0,2019.0,2018.0
Cecilia Pattacini,F,R,ITA,0.0,10.0,0.3,2016.0,2017.0,2016.0,2016.0
Sandra Ortevall,F,U,SWE,0.0,20.0,0.15,2016.0,2018.0,2016.0,2016.0
Lisa Matviyenko,F,R,GER,3.0,169.0,0.5502958579881657,2017.0,2021.0,2017.0,2016.0
Costanza Pera,F,U,ITA,0.0,3.0,0.3333333333333333,2017.0,2017.0,2017.0,2017.0
Maria Vittoria Viviani,F,R,ITA,0.0,66.0,0.36363636363636365,2019.0,2016.0,2019.0,2016.0
Natividad Lopez Diaz,F,R,ESP,0.0,3.0,0.3333333333333333,2019.0,2020.0,2019.0,2019.0
Irene Burillo Escorihuela,F,U,ESP,2.0,279.0,0.5519713261648745,2016.0,2020.0,2016.0,2020.0
Cristina Bucsa,F,U,MDA,4.0,239.0,0.5899581589958159,2019.0,2020.0,2019.0,2020.0
Fanny Ostlund,F,R,SWE,3.0,237.0,0.5654008438818565,2019.0,2020.0,2019.0,2020.0
Oana Irimescu,F,L,ROU,0.0,2.0,0.5,2019.0,2019.0,2019.0,2019.0
Emilija Ceranic,F,U,BIH,0.0,4.0,0.25,2016.0,2016.0,2016.0,2016.0
Ines Murta,F,U,POR,1.0,192.0,0.4895833333333333,2016.0,2021.0,2016.0,2020.0
Sean Lodzki,F,U,ISR,0.0,16.0,0.1875,2016.0,2017.0,2016.0,2016.0
May Kimhi,F,U,ISR,0.0,10.0,0.2,2016.0,2017.0,2016.0,2016.0
Inbar Cohen,F,U,ISR,0.0,11.0,0.2727272727272727,2016.0,2017.0,2016.0,2018.0
Mariam Bolkvadze,F,L,GEO,5.0,260.0,0.6038461538461538,2018.0,2020.0,2018.0,2020.0
Anastasia Evgenyevna Nefedova,F,R,RUS,0.0,296.0,0.4831081081081081,2019.0,2016.0,2019.0,2016.0
Jessica Hinojosa Gomez,F,U,MEX,0.0,10.0,0.5,2019.0,2017.0,2019.0,2019.0
Alexia Coutino Castillo,F,U,MEX,0.0,5.0,0.2,2016.0,2016.0,2016.0,2016.0
Eva Zagorac,F,U,SLO,0.0,26.0,0.38461538461538464,2016.0,2017.0,2016.0,2017.0
Zhanlan Wei,F,U,CHN,0.0,53.0,0.41509433962264153,2016.0,2018.0,2016.0,2018.0
En Pei Huang,F,U,TPE,0.0,7.0,0.2857142857142857,2016.0,2016.0,2016.0,2016.0
Thai Sa Grana Pedretti,F,U,BRA,5.0,179.0,0.659217877094972,2019.0,2021.0,2019.0,2021.0
Erika Drozd Pereira,F,U,BRA,0.0,46.0,0.2826086956521739,2018.0,2020.0,2018.0,2020.0
Ayla Aksu,F,R,USA,7.0,218.0,0.6100917431192661,2017.0,2019.0,2017.0,2019.0
Rasheeda Mcadoo,F,U,USA,0.0,97.0,0.4742268041237113,2019.0,2017.0,2019.0,2017.0
Amy Zhu,F,R,USA,0.0,159.0,0.46540880503144655,2019.0,2016.0,2019.0,2016.0
Yeong Won Jeong,F,R,KOR,0.0,61.0,0.4098360655737705,2018.0,2021.0,2018.0,2017.0
Yu Jin Ahn,F,U,KOR,0.0,49.0,0.46938775510204084,2016.0,2017.0,2018.0,2017.0
Raluca Georgiana Serban,F,R,ROU,8.0,231.0,0.6623376623376623,2018.0,2020.0,2018.0,2020.0
Andreea Amalia Rosca,F,R,ROU,11.0,239.0,0.7112970711297071,2018.0,2019.0,2018.0,2019.0
Iulia Maria Ivascu,F,U,ROU,0.0,9.0,0.4444444444444444,2016.0,2016.0,2016.0,2016.0
Katarina Jokic,F,U,BIH,1.0,40.0,0.625,2019.0,2017.0,2016.0,2021.0
Kamilla Bolatova,F,U,KAZ,0.0,12.0,0.16666666666666666,2016.0,2017.0,2016.0,2016.0
Sofia Smagina,F,U,RUS,0.0,5.0,0.2,2018.0,2019.0,2018.0,2018.0
Gozal Ainitdinova,F,U,KAZ,2.0,240.0,0.5583333333333333,2019.0,2018.0,2019.0,2018.0
Petra Januskova,F,R,CAN,0.0,118.0,0.3983050847457627,2016.0,2020.0,2016.0,2019.0
Yuanyi Yu,F,U,CHN,0.0,9.0,0.1111111111111111,2016.0,2016.0,2016.0,2016.0
Shiori Fukuda,F,U,JPN,1.0,23.0,0.7391304347826086,2019.0,2018.0,2019.0,2018.0
Aiko Yoshitomi,F,U,JPN,0.0,115.0,0.45217391304347826,2019.0,2020.0,2019.0,2020.0
Marie Leduc,F,U,CAN,0.0,11.0,0.5454545454545454,2016.0,2016.0,2016.0,2016.0
Gabriela Aura Zarnoveanu,F,U,ROU,0.0,51.0,0.23529411764705882,2019.0,2016.0,2019.0,2020.0
Cristina Moroi,F,R,ROU,0.0,5.0,0.2,2016.0,2018.0,2016.0,2016.0
Wushuang Zheng,F,U,CHN,2.0,130.0,0.46153846153846156,2019.0,2020.0,2019.0,2016.0
Verena Hofer,F,U,ITA,0.0,135.0,0.45925925925925926,2018.0,2020.0,2018.0,2020.0
Plobrung Plipuech,F,R,THA,0.0,27.0,0.4444444444444444,2016.0,2017.0,2016.0,2019.0
Magdalena Stoilkovska,F,R,MKD,0.0,103.0,0.3106796116504854,2019.0,2018.0,2021.0,2016.0
Chompoothip Jandakate,F,U,THA,0.0,76.0,0.47368421052631576,2019.0,2020.0,2019.0,2020.0
Qiu Yu Ye,F,R,CHN,0.0,70.0,0.4,2018.0,2016.0,2018.0,2016.0
Rebeka Stolmar,F,R,HUN,0.0,24.0,0.25,2016.0,2019.0,2016.0,2016.0
Alba Carrillo Marin,F,U,ESP,3.0,231.0,0.5151515151515151,2019.0,2020.0,2019.0,2020.0
Federica Joe Gardella,F,U,ITA,0.0,13.0,0.15384615384615385,2016.0,2017.0,2016.0,2016.0
Ylena In Albon,F,R,SUI,10.0,254.0,0.6535433070866141,2018.0,2020.0,2018.0,2020.0
Tamachan Momkoonthod,F,U,THA,0.0,77.0,0.4155844155844156,2018.0,2020.0,2018.0,2020.0
Nicole Fossa Huergo,F,U,ITA,0.0,116.0,0.646551724137931,2021.0,2017.0,2021.0,2018.0
Barbara Oliveira,F,R,BRA,0.0,8.0,0.375,2016.0,2016.0,2016.0,2016.0
Karolina Novotna,F,R,CZE,0.0,40.0,0.325,2017.0,2018.0,2017.0,2018.0
Eliessa Vanlangendonck,F,U,BEL,1.0,288.0,0.5659722222222222,2018.0,2020.0,2021.0,2020.0
Magali Kempen,F,R,BEL,6.0,191.0,0.6596858638743456,2019.0,2018.0,2017.0,2018.0
Nonna Kurginyan,F,U,RUS,0.0,56.0,0.4107142857142857,2017.0,2019.0,2018.0,2016.0
Ana Roman Dominguez,F,U,ESP,0.0,14.0,0.2857142857142857,2016.0,2017.0,2016.0,2016.0
Ronit Yurovsky,F,U,USA,0.0,68.0,0.4411764705882353,2017.0,2018.0,2016.0,2018.0
Kristina N Smith,F,U,USA,0.0,10.0,0.2,2016.0,2017.0,2016.0,2016.0
Alija Merdeeva,F,U,RUS,0.0,36.0,0.3611111111111111,2019.0,2017.0,2019.0,2019.0
Emma Ek,F,U,SWE,0.0,10.0,0.3,2016.0,2016.0,2016.0,2016.0
Milka Emilia Pasanen,F,R,FIN,0.0,9.0,0.1111111111111111,2016.0,2018.0,2016.0,2016.0
Barbara Kotelesova,F,U,SVK,0.0,61.0,0.5245901639344263,2016.0,2018.0,2016.0,2017.0
Rosie Johanson,F,R,CAN,0.0,5.0,0.6,2017.0,2021.0,2017.0,2017.0
Renata Zarazua,F,R,MEX,2.0,310.0,0.5612903225806452,2017.0,2021.0,2019.0,2021.0
Britt Geukens,F,R,BEL,1.0,110.0,0.5272727272727272,2016.0,2018.0,2016.0,2018.0
Greetje Minnen,F,R,BEL,6.0,266.0,0.6353383458646616,2018.0,2017.0,2018.0,2017.0
Morgane Michiels,F,U,BEL,0.0,19.0,0.3157894736842105,2016.0,2016.0,2016.0,2016.0
Elina Nepliy,F,R,RUS,0.0,94.0,0.39361702127659576,2019.0,2020.0,2019.0,2020.0
Rhiann Newborn,F,R,USA,0.0,33.0,0.36363636363636365,2019.0,2017.0,2019.0,2021.0
Frances Altick,F,U,USA,0.0,15.0,0.4,2017.0,2016.0,2016.0,2016.0
Yuriko Miyazaki,F,R,JPN,4.0,157.0,0.6496815286624203,2021.0,2017.0,2021.0,2016.0
Clemence Fayol,F,R,FRA,0.0,95.0,0.5263157894736842,2016.0,2019.0,2016.0,2018.0
Aida Kalimullina,F,U,RUS,0.0,11.0,0.18181818181818182,2017.0,2016.0,2017.0,2017.0
Nina Alibalic,F,U,CRO,1.0,83.0,0.6385542168674698,2017.0,2020.0,2017.0,2018.0
Tamara Tomic,F,L,SRB,0.0,12.0,0.25,2016.0,2017.0,2016.0,2016.0
Natalia Zorgovska,F,U,SVK,0.0,3.0,0.3333333333333333,2019.0,2019.0,2019.0,2019.0
Bianca Turati,F,U,ITA,6.0,177.0,0.615819209039548,2018.0,2020.0,2018.0,2020.0
Veronica Napolitano,F,U,ITA,0.0,58.0,0.3620689655172414,2016.0,2017.0,2016.0,2017.0
Nora Niedmers,F,U,GER,0.0,88.0,0.38636363636363635,2016.0,2020.0,2016.0,2019.0
Patricia Boentgen,F,U,GER,0.0,21.0,0.19047619047619047,2018.0,2017.0,2018.0,2018.0
Tereza Kolarova,F,U,CZE,0.0,26.0,0.38461538461538464,2016.0,2017.0,2016.0,2016.0
Adela Jarosova,F,R,CZE,0.0,8.0,0.375,2018.0,2018.0,2018.0,2019.0
Nikola Schweinerova,F,U,CZE,0.0,8.0,0.375,2016.0,2016.0,2016.0,2016.0
Anastasia Zarytska,F,U,UKR,4.0,199.0,0.6180904522613065,2017.0,2021.0,2018.0,2021.0
Pranjala Yadlapalli,F,R,IND,3.0,125.0,0.6,2017.0,2019.0,2018.0,2019.0
Jin Ju Lee,F,U,KOR,0.0,16.0,0.1875,2017.0,2018.0,2016.0,2016.0
Ying Zhang,F,U,CHN,2.0,141.0,0.41843971631205673,2019.0,2020.0,2019.0,2017.0
Dabin Kim,F,R,KOR,3.0,147.0,0.5034013605442177,2019.0,2020.0,2019.0,2021.0
Hanna Chang,F,U,USA,4.0,226.0,0.5796460176991151,2019.0,2016.0,2019.0,2020.0
Sabina Shaydullina,F,U,RUS,0.0,18.0,0.3333333333333333,2016.0,2019.0,2016.0,2018.0
Sara Marcionni,F,R,ITA,0.0,13.0,0.23076923076923078,2016.0,2018.0,2016.0,2016.0
Natasha Piludu,F,R,ITA,0.0,65.0,0.35384615384615387,2016.0,2019.0,2016.0,2019.0
Minami Akiyama,F,U,JPN,0.0,49.0,0.2653061224489796,2019.0,2020.0,2018.0,2017.0
Ines Ibbou,F,R,ALG,1.0,156.0,0.5641025641025641,2019.0,2021.0,2019.0,2021.0
Lamis Alhussein Abdel Aziz,F,U,EGY,0.0,193.0,0.5284974093264249,2019.0,2016.0,2019.0,2016.0
Diana Demidova,F,U,RUS,0.0,141.0,0.5390070921985816,2021.0,2017.0,2021.0,2017.0
Yulia Bryzgalova,F,R,RUS,0.0,9.0,0.3333333333333333,2016.0,2016.0,2016.0,2016.0
Anabel Ossombi,F,R,UKR,0.0,2.0,0.5,2017.0,2017.0,2017.0,2017.0
Ipek Oz,F,U,TUR,3.0,212.0,0.5707547169811321,2019.0,2016.0,2019.0,2016.0
Inci Ogut,F,U,TUR,0.0,11.0,0.18181818181818182,2016.0,2017.0,2016.0,2016.0
Nikola Tomanova,F,R,CZE,1.0,97.0,0.5567010309278351,2019.0,2017.0,2019.0,2017.0
Vendula Zovincova,F,R,CZE,1.0,83.0,0.5180722891566265,2017.0,2018.0,2017.0,2018.0
Petia Arshinkova,F,U,BUL,1.0,199.0,0.507537688442211,2019.0,2021.0,2019.0,2021.0
Dasha Ivanova,F,R,USA,4.0,255.0,0.5803921568627451,2019.0,2021.0,2019.0,2021.0
Adriana Sosnovschi,F,R,MDA,0.0,44.0,0.45454545454545453,2017.0,2018.0,2017.0,2016.0
Raveena Kingsley,F,U,USA,1.0,74.0,0.5675675675675675,2016.0,2019.0,2016.0,2020.0
Amina Anshba,F,L,RUS,5.0,247.0,0.5991902834008097,2018.0,2020.0,2018.0,2020.0
Elba Kasum,F,U,AUT,0.0,4.0,0.5,2017.0,2017.0,2017.0,2017.0
Tea Jandric,F,U,CRO,0.0,14.0,0.5,2019.0,2020.0,2020.0,2019.0
Natalija Sipek,F,U,SLO,0.0,10.0,0.2,2016.0,2016.0,2016.0,2016.0
Chiraz Bechri,F,U,TUN,1.0,183.0,0.40437158469945356,2017.0,2016.0,2018.0,2020.0
Kimberly Birrell,F,U,AUS,2.0,99.0,0.3939393939393939,2018.0,2021.0,2017.0,2016.0
Bianka Bekefi,F,R,HUN,1.0,64.0,0.53125,2016.0,2019.0,2016.0,2019.0
Masa Jovanovic,F,U,AUS,0.0,64.0,0.421875,2016.0,2018.0,2016.0,2018.0
Vasilisa Aponasenko,F,R,RUS,0.0,150.0,0.36,2018.0,2020.0,2017.0,2016.0
Nevena Georgieva,F,U,BUL,0.0,5.0,0.2,2017.0,2017.0,2017.0,2017.0
Elizabeth Danailova,F,U,BUL,0.0,13.0,0.46153846153846156,2019.0,2017.0,2019.0,2019.0
Sofia Munera Sanchez,F,U,COL,0.0,12.0,0.25,2016.0,2017.0,2017.0,2017.0
Juliana Valero,F,R,COL,0.0,20.0,0.4,2018.0,2019.0,2018.0,2019.0
Ana M Becerra,F,U,COL,0.0,15.0,0.3333333333333333,2019.0,2018.0,2019.0,2016.0
Yuliana Monroy,F,U,COL,0.0,24.0,0.375,2019.0,2021.0,2019.0,2021.0
Idia Amen,F,R,USA,0.0,3.0,0.3333333333333333,2017.0,2018.0,2017.0,2017.0
Weronika Jasmina Forys,F,U,POL,0.0,52.0,0.3076923076923077,2017.0,2020.0,2017.0,2019.0
Nicole Coopersmith,F,R,USA,1.0,50.0,0.5,2016.0,2017.0,2016.0,2017.0
Katharina Hobgarski,F,R,GER,10.0,264.0,0.6515151515151515,2018.0,2020.0,2016.0,2020.0
Darya Kasatkina,F,R,RUS,4.0,295.0,0.5966101694915255,2018.0,2020.0,2018.0,2019.0
Maria Jose Zehnder,F,U,ARG,0.0,11.0,0.6363636363636364,2020.0,2021.0,2020.0,2021.0
Vera Aleshcheva,F,U,RUS,0.0,8.0,0.125,2016.0,2017.0,2016.0,2016.0
Avital Vulf,F,R,ISR,0.0,7.0,0.2857142857142857,2016.0,2016.0,2016.0,2016.0
Karolina Muchova,F,R,CZE,2.0,337.0,0.41543026706231456,2019.0,2020.0,2016.0,2020.0
Rocio Daniela Merlo,F,U,ARG,0.0,15.0,0.4666666666666667,2019.0,2017.0,2019.0,2021.0
Guillermina Naya,F,U,ARG,2.0,115.0,0.5391304347826087,2017.0,2021.0,2017.0,2018.0
Sofia Haydee Nicolini,F,U,ARG,0.0,15.0,0.06666666666666667,2016.0,2019.0,2016.0,2016.0
Emily Burns,F,R,AUS,0.0,4.0,0.5,2020.0,2020.0,2020.0,2020.0
Luca Nagymihaly,F,U,HUN,0.0,50.0,0.48,2016.0,2019.0,2016.0,2019.0
Rebeka Masarova,F,U,SUI,5.0,157.0,0.6942675159235668,2021.0,2018.0,2021.0,2016.0
Petra Melounova,F,U,CZE,0.0,4.0,0.5,2016.0,2016.0,2016.0,2016.0
Kristina Schmiedlova,F,R,SVK,0.0,85.0,0.5294117647058824,2016.0,2018.0,2016.0,2018.0
Andreia Beberechi,F,U,ROU,0.0,15.0,0.13333333333333333,2018.0,2016.0,2017.0,2017.0
Melany Solange Krywoj,F,U,ARG,0.0,91.0,0.5494505494505495,2019.0,2016.0,2019.0,2016.0
Lourdes Ramalle,F,U,ARG,0.0,3.0,0.3333333333333333,2017.0,2016.0,2017.0,2017.0
Mariana Borges,F,U,BRA,0.0,29.0,0.06896551724137931,2021.0,2017.0,2019.0,2019.0
Jasmine Amber Asghar,F,R,GBR,0.0,8.0,0.625,2019.0,2017.0,2019.0,2017.0
Julia Payola,F,U,ESP,2.0,158.0,0.46835443037974683,2019.0,2017.0,2019.0,2017.0
Marianna Petrei,F,U,ITA,0.0,2.0,0.5,2016.0,2016.0,2016.0,2016.0
Pia Brglez,F,U,SLO,0.0,11.0,0.36363636363636365,2019.0,2021.0,2019.0,2021.0
Magdalena Pantuckova,F,U,CZE,5.0,229.0,0.5938864628820961,2018.0,2020.0,2018.0,2020.0
Viktoria Kuzmova,F,R,SVK,9.0,330.0,0.6212121212121212,2018.0,2020.0,2017.0,2020.0
Federica Prati,F,U,ITA,0.0,196.0,0.39285714285714285,2019.0,2020.0,2019.0,2020.0
Lara Isis Teodoro De Oliveira,F,R,BRA,0.0,8.0,0.125,2016.0,2017.0,2016.0,2016.0
