Name,Sex,Hand,IOC,Won_Tournaments,Number_of_Matches,Win_Percentage,best_year_matches,worst_year_matches,best_year_wins,worst_year_wins
Oscar Torres,M,R,COL,0.0,2.0,0.0,2016.0,2016.0,,
Jakub Gewert,M,R,POL,0.0,1.0,0.0,2017.0,2017.0,,
Lorenzo Santini,M,R,ITA,0.0,1.0,0.0,2017.0,2017.0,,
Yu  Hsiang Chiu,M,U,TPE,0.0,4.0,0.0,2017.0,2016.0,,
Zhao Tai Li,M,U,CHN,0.0,1.0,0.0,2017.0,2017.0,,
Tian Xiang Hui,M,U,CHN,0.0,1.0,0.0,2016.0,2016.0,,
Gabriel Donev,M,R,BUL,0.0,3.0,0.0,2019.0,2020.0,,
Scott Browne,M,L,AUS,0.0,1.0,0.0,2016.0,2016.0,,
Nuno Deus,M,U,POR,0.0,1.0,0.0,2017.0,2017.0,,
Oscar Mancineiras Cornella,M,U,ESP,0.0,1.0,0.0,2016.0,2016.0,,
Motvey Radionov,M,U,ISR,0.0,1.0,0.0,2016.0,2016.0,,
Garry Tokas,M,R,IND,0.0,1.0,0.0,2016.0,2016.0,,
Raheel Manji,M,R,CAN,0.0,1.0,0.0,2017.0,2017.0,,
Ji Ha Kim,M,U,KOR,0.0,2.0,0.0,2016.0,2016.0,,
Hyeong Jin Cho,M,U,KOR,0.0,1.0,0.0,2017.0,2017.0,,
Mert Zincirli,M,R,TUR,0.0,1.0,0.0,2016.0,2016.0,,
Edan Bakshi,M,R,ISR,0.0,1.0,0.0,2016.0,2016.0,,
Andres Zepeda,M,U,MEX,0.0,3.0,0.0,2016.0,2017.0,,
Simone Roncalli,M,R,ITA,0.0,2.0,0.0,2018.0,2018.0,,
Andre Biro,M,R,HUN,0.0,2.0,0.0,2016.0,2016.0,,
Florian Lakat,M,U,FRA,0.0,5.0,0.0,2017.0,2018.0,,
Michele Longo,M,U,ITA,0.0,2.0,0.0,2016.0,2016.0,,
Jonathan Chang,M,U,USA,0.0,8.0,0.0,2017.0,2016.0,,
Andrew Korinek,M,U,USA,0.0,1.0,0.0,2017.0,2017.0,,
Masayoshi Ono,M,U,JPN,0.0,4.0,0.0,2016.0,2016.0,,
Javier Nunez,M,U,COL,0.0,3.0,0.0,2016.0,2016.0,,
Kamil Gajewski,M,R,POL,0.0,2.0,0.0,2016.0,2016.0,,
Igor Saveljic,M,R,MNE,0.0,2.0,0.0,2016.0,2016.0,,
Pauli Partinen,M,U,FIN,0.0,1.0,0.0,2016.0,2016.0,,
Aaro Pollanen,M,R,FIN,0.0,1.0,0.0,2017.0,2017.0,,
Aliaksandr Prudnikau,M,U,BLR,0.0,1.0,0.0,2016.0,2016.0,,
Arnd Weyhausen,M,U,GER,0.0,1.0,0.0,2017.0,2017.0,,
Curtis Clarke,M,R,GBR,0.0,3.0,0.0,2017.0,2017.0,,
Roberto Marelli,M,R,ITA,0.0,1.0,0.0,2017.0,2017.0,,
Kento Tagashira,M,U,JPN,0.0,4.0,0.0,2018.0,2016.0,,
Tadas Babelis,M,U,LTU,0.0,6.0,0.0,2017.0,2019.0,,
Denys Klok,M,U,UKR,0.0,1.0,0.0,2018.0,2018.0,,
Marcus Mansson,M,U,SWE,0.0,1.0,0.0,2017.0,2017.0,,
Eric Ahren Moonga,M,R,SWE,0.0,2.0,0.0,2017.0,2017.0,,
Leny Mitjana,M,R,FRA,0.0,2.0,0.0,2018.0,2018.0,,
Javier Ladron De Guevara Hi,M,U,ESP,0.0,1.0,0.0,2018.0,2018.0,,
Mikhail Galyamov,M,U,RUS,0.0,1.0,0.0,2016.0,2016.0,,
Harrison Lombe,M,U,AUS,0.0,1.0,0.0,2016.0,2016.0,,
Roberto Affonso Neto,M,R,ITA,0.0,1.0,0.0,2016.0,2016.0,,
Eduardo Lacalle,M,U,CHI,0.0,1.0,0.0,2016.0,2016.0,,
Filip Dolezel,M,U,CZE,0.0,1.0,0.0,2017.0,2017.0,,
Julien Delaplane,M,U,FRA,0.0,1.0,0.0,2018.0,2018.0,,
Julien Eon,M,U,FRA,0.0,4.0,0.0,2016.0,2016.0,,
Tristan Meraut,M,R,FRA,0.0,1.0,0.0,2017.0,2017.0,,
David Koch Carrillo,M,U,MEX,0.0,1.0,0.0,2016.0,2016.0,,
Gregorio Cordonnier,M,U,ARG,0.0,4.0,0.0,2016.0,2016.0,,
Federico Bonacia,M,U,ITA,0.0,1.0,0.0,2016.0,2016.0,,
Zhu Guo,M,U,CHN,0.0,2.0,0.0,2016.0,2016.0,,
Luis Gomez,M,U,PAN,0.0,1.0,0.0,2018.0,2018.0,,
Ruben Alberts,M,U,RSA,0.0,2.0,0.0,2016.0,2016.0,,
Sherzodbek Radjabov,M,R,UZB,0.0,2.0,0.0,2016.0,2016.0,,
Lorenzo Camilli,M,U,ITA,0.0,1.0,0.0,2016.0,2016.0,,
Juan Miguel Jaramillo,M,R,COL,0.0,1.0,0.0,2016.0,2016.0,,
Federico Cecconi,M,U,ITA,0.0,1.0,0.0,2017.0,2017.0,,
Konrad Zieba,M,U,USA,0.0,1.0,0.0,2016.0,2016.0,,
Jia Cheng Zhu,M,U,CHN,0.0,2.0,0.0,2017.0,2017.0,,
Edoardo Castagna,M,U,ITA,0.0,1.0,0.0,2016.0,2016.0,,
Dominik Recek,M,U,CZE,0.0,1.0,0.0,2016.0,2016.0,,
Lorenzo Abbruciati,M,U,ITA,0.0,2.0,0.0,2016.0,2016.0,,
Leandro Serrano Sanz,M,U,ESP,0.0,1.0,0.0,2016.0,2016.0,,
Mateus Alves,M,R,BRA,0.0,1.0,0.0,2016.0,2016.0,,
Enzo Kohn,M,U,BRA,0.0,1.0,0.0,2016.0,2016.0,,
Beck Pennington,M,R,USA,0.0,1.0,0.0,2016.0,2016.0,,
Jirayu Limpathum,M,U,THA,0.0,1.0,0.0,2016.0,2016.0,,
Marvin Greven,M,R,GER,0.0,2.0,0.0,2016.0,2016.0,,
Roman Warias,M,U,GER,0.0,1.0,0.0,2018.0,2018.0,,
Alessandro Ceppellini,M,R,ITA,0.0,3.0,0.0,2018.0,2016.0,,
Andrew Ely,M,U,USA,0.0,1.0,0.0,2016.0,2016.0,,
Goran Radanovic,M,U,BIH,0.0,2.0,0.0,2016.0,2016.0,,
Ivan Randjelovic,M,U,BIH,0.0,2.0,0.0,2016.0,2016.0,,
Li Wie Tan,M,U,TPE,0.0,3.0,0.0,2016.0,2018.0,,
Yu Chang Wang,M,U,TPE,0.0,3.0,0.0,2016.0,2017.0,,
Grant Solomon,M,R,USA,0.0,1.0,0.0,2018.0,2018.0,,
Aleksander Woznicki,M,U,POL,0.0,1.0,0.0,2018.0,2018.0,,
Antonioni Fasano,M,U,BRA,0.0,1.0,0.0,2016.0,2016.0,,
Breno Lodis,M,U,BRA,0.0,2.0,0.0,2017.0,2017.0,,
Mohamed Khamlich,M,U,MAR,0.0,1.0,0.0,2016.0,2016.0,,
Francesco Faggella,M,U,ITA,0.0,1.0,0.0,2016.0,2016.0,,
Conor Berg,M,U,USA,0.0,1.0,0.0,2018.0,2018.0,,
Chris Harrison,M,U,USA,0.0,1.0,0.0,2018.0,2018.0,,
Azizbek Lukmanov,M,U,UZB,0.0,2.0,0.0,2017.0,2017.0,,
Manuel Ribeca,M,U,ITA,0.0,1.0,0.0,2016.0,2016.0,,
Andrea Baldoni,M,U,ITA,0.0,2.0,0.0,2016.0,2016.0,,
Carlos Andres Carrera Hidalgo,M,R,ECU,0.0,1.0,0.0,2016.0,2016.0,,
Piercarlo Coccio,M,U,ITA,0.0,3.0,0.0,2016.0,2016.0,,
Ze Gong,M,U,CHN,0.0,1.0,0.0,2016.0,2016.0,,
Grigoriy Reytman,M,U,UZB,0.0,1.0,0.0,2016.0,2016.0,,
Valentin Nourrissat,M,R,FRA,0.0,1.0,0.0,2016.0,2016.0,,
Amine Chadli,M,U,MAR,0.0,2.0,0.0,2016.0,2016.0,,
Domenico Scelzi,M,U,ITA,0.0,1.0,0.0,2017.0,2017.0,,
Felix Rauch,M,U,GER,0.0,1.0,0.0,2016.0,2016.0,,
Paride Mangiaterra,M,U,ITA,0.0,1.0,0.0,2016.0,2016.0,,
Marco De Rossi,M,R,SMR,0.0,1.0,0.0,2021.0,2021.0,,
Paolo Dagnino,M,U,ITA,0.0,2.0,0.0,2016.0,2016.0,,
Stefano Baldoni,M,U,ITA,0.0,3.0,0.0,2016.0,2016.0,,
Konosuke Kiryu,M,U,JPN,0.0,1.0,0.0,2016.0,2016.0,,
Patric Prinoth,M,U,ITA,0.0,5.0,0.0,2016.0,2016.0,,
Michael Cunningham,M,U,USA,0.0,1.0,0.0,2018.0,2018.0,,
Tomas Vyrostko,M,R,SVK,0.0,1.0,0.0,2016.0,2016.0,,
Marc Castellana,M,R,FRA,0.0,1.0,0.0,2018.0,2018.0,,
Masakatsu Noguchi,M,U,JPN,0.0,2.0,0.0,2016.0,2016.0,,
Adam Taylor,M,R,GBR,0.0,2.0,0.0,2018.0,2018.0,,
Anton Chekhov,M,R,RUS,0.0,13.0,0.0,2017.0,2016.0,,
Lukas Smolak,M,R,SVK,0.0,1.0,0.0,2017.0,2017.0,,
Lucas Bouquet,M,R,FRA,0.0,1.0,0.0,2016.0,2016.0,,
Lucas Poullain,M,U,FRA,0.0,2.0,0.0,2018.0,2018.0,,
Thibault Forget,M,U,FRA,0.0,1.0,0.0,2016.0,2016.0,,
Danylo Veremeychuk,M,U,UKR,0.0,1.0,0.0,2021.0,2021.0,,
Sameer Kumar,M,U,USA,0.0,1.0,0.0,2017.0,2017.0,,
Matthew Mendez,M,U,USA,0.0,1.0,0.0,2016.0,2016.0,,
Justin Lunn,M,U,BAH,0.0,1.0,0.0,2017.0,2017.0,,
Christopher Rosensteel,M,U,USA,0.0,1.0,0.0,2017.0,2017.0,,
Catalin Mateas,M,U,USA,0.0,2.0,0.0,2016.0,2016.0,,
Philip Wilbert Major,M,L,BAH,0.0,2.0,0.0,2017.0,2017.0,,
Christian Langmo,M,U,USA,0.0,2.0,0.0,2019.0,2019.0,,
Nicholas Alexander Reyes,M,R,USA,0.0,4.0,0.0,2017.0,2019.0,,
Carlos Arana,M,U,PAN,0.0,1.0,0.0,2017.0,2017.0,,
Chanchai Sookton Eng,M,U,AUS,0.0,4.0,0.0,2016.0,2016.0,,
William Ma,M,R,AUS,0.0,4.0,0.0,2019.0,2017.0,,
Radomir Jovanovic,M,R,AUS,0.0,1.0,0.0,2018.0,2018.0,,
Ivan Goluza,M,U,AUS,0.0,2.0,0.0,2016.0,2016.0,,
Scott Dawson,M,R,AUS,0.0,1.0,0.0,2016.0,2016.0,,
Juan Jose Priego Carrilo,M,R,MEX,0.0,1.0,0.0,2016.0,2016.0,,
Keith R Whittingham,M,R,USA,0.0,1.0,0.0,2016.0,2016.0,,
Giovanni Orsoni,M,U,ITA,0.0,1.0,0.0,2016.0,2016.0,,
Nenad Vladusic,M,L,SRB,0.0,1.0,0.0,2016.0,2016.0,,
Andrew Ruppli,M,L,SUI,0.0,1.0,0.0,2017.0,2017.0,,
Matthew Chadwick,M,R,GBR,0.0,1.0,0.0,2016.0,2016.0,,
Juan Erro,M,U,ESP,0.0,1.0,0.0,2017.0,2017.0,,
Alessandro Cortegiani,M,R,ITA,0.0,2.0,0.0,2016.0,2016.0,,
Stefan Frljanic,M,R,CAN,0.0,1.0,0.0,2016.0,2016.0,,
Jesse Flores,M,R,CAN,0.0,2.0,0.0,2020.0,2020.0,,
Zhansultan Chembotayev,M,U,KAZ,0.0,1.0,0.0,2016.0,2016.0,,
Tetsuro Habusawa,M,U,JPN,0.0,1.0,0.0,2016.0,2016.0,,
Charlie Maher,M,L,USA,0.0,1.0,0.0,2016.0,2016.0,,
Vasilios Caripi,M,U,RSA,0.0,1.0,0.0,2020.0,2020.0,,
Jarryd Woog,M,U,USA,0.0,2.0,0.0,2016.0,2016.0,,
Trey Yates,M,U,USA,0.0,7.0,0.0,2016.0,2017.0,,
William Bushamuka,M,R,COD,0.0,5.0,0.0,2016.0,2018.0,,
Stefano Reitano,M,R,ITA,0.0,1.0,0.0,2021.0,2021.0,,
Robbie Mudge,M,U,USA,0.0,1.0,0.0,2016.0,2016.0,,
Tomas Charlos,M,U,GER,0.0,1.0,0.0,2016.0,2016.0,,
Aleksei Khomich,M,U,BLR,0.0,1.0,0.0,2016.0,2016.0,,
Bruno Mardones,M,R,ESP,0.0,3.0,0.0,2017.0,2017.0,,
Alberto Barroso Campos,M,R,ESP,0.0,1.0,0.0,2021.0,2021.0,,
Aswin Lizen,M,U,GBR,0.0,2.0,0.0,2016.0,2016.0,,
Alan Gadjiev,M,U,UZB,0.0,3.0,0.0,2016.0,2016.0,,
Ludovico Cestarollo,M,U,ITA,0.0,1.0,0.0,2018.0,2018.0,,
Giovanni Oradini,M,U,ITA,0.0,1.0,0.0,2016.0,2016.0,,
Jason Taylor,M,U,AUS,0.0,3.0,0.0,2018.0,2018.0,,
Minseob Lim,M,R,KOR,0.0,2.0,0.0,2016.0,2016.0,,
Yu Seob Kim,M,U,KOR,0.0,1.0,0.0,2017.0,2017.0,,
Jun Sang Park,M,U,KOR,0.0,1.0,0.0,2017.0,2017.0,,
Franz Luna Lavidalie,M,R,GUA,0.0,2.0,0.0,2019.0,2019.0,,
Mihnea Lorin Stefan Turcu,M,R,ROU,0.0,1.0,0.0,2018.0,2018.0,,
Davide Guerra,M,U,ITA,0.0,1.0,0.0,2018.0,2018.0,,
Kai Wehnelt,M,R,GER,0.0,1.0,0.0,2017.0,2017.0,,
Giovanni Cozzolino,M,U,ITA,0.0,1.0,0.0,2018.0,2018.0,,
Jiajun Zhang,M,U,CHN,0.0,1.0,0.0,2017.0,2017.0,,
Akram El Sallaly,M,U,EGY,0.0,1.0,0.0,2017.0,2017.0,,
Cosmin Ontica,M,R,ROU,0.0,1.0,0.0,2018.0,2018.0,,
Takuya Komura,M,U,JPN,0.0,1.0,0.0,2016.0,2016.0,,
Oscar Matias Leiva Biason,M,U,CHI,0.0,1.0,0.0,2017.0,2017.0,,
Ozan Cildir,M,U,SWE,0.0,1.0,0.0,2018.0,2018.0,,
Filippo Mora,M,U,ITA,0.0,1.0,0.0,2018.0,2018.0,,
Pablo Irigaray Guarne,M,R,ESP,0.0,1.0,0.0,2016.0,2016.0,,
Joel Cannell,M,U,GBR,0.0,1.0,0.0,2018.0,2018.0,,
Kento Tanaka Tamaki,M,L,USA,0.0,2.0,0.0,2016.0,2016.0,,
Harrison Scott,M,U,CAN,0.0,2.0,0.0,2016.0,2016.0,,
Shane Nicholls,M,R,CAN,0.0,4.0,0.0,2018.0,2016.0,,
David Volfson,M,R,CAN,0.0,9.0,0.0,2016.0,2020.0,,
Luciano Agustin Fisicaro,M,U,ARG,0.0,1.0,0.0,2016.0,2016.0,,
Alejo Vilaro,M,U,ARG,0.0,4.0,0.0,2016.0,2016.0,,
Federico Moreno,M,U,ARG,0.0,2.0,0.0,2016.0,2016.0,,
Simon Baudry,M,U,FRA,0.0,2.0,0.0,2016.0,2016.0,,
Marouane Wasfy,M,R,MAR,0.0,2.0,0.0,2016.0,2016.0,,
Sung Hun Kim,M,U,KOR,0.0,1.0,0.0,2017.0,2017.0,,
Florian Valsot,M,U,FRA,0.0,1.0,0.0,2016.0,2016.0,,
Vincent Verpeaux,M,U,FRA,0.0,1.0,0.0,2018.0,2018.0,,
Congsup Congcar,M,U,THA,0.0,11.0,0.0,2017.0,2019.0,,
Vorachon Rakpuangchon,M,R,THA,0.0,1.0,0.0,2018.0,2018.0,,
Farzin Danny Amiri,M,U,USA,0.0,2.0,0.0,2016.0,2016.0,,
Jarred Wynan,M,U,AUS,0.0,2.0,0.0,2016.0,2016.0,,
Mauricio Rivera Caballero,M,R,MEX,0.0,3.0,0.0,2017.0,2018.0,,
Ivan Saveljic,M,R,MNE,0.0,2.0,0.0,2016.0,2016.0,,
Kevin Portmann,M,R,ITA,0.0,1.0,0.0,2017.0,2017.0,,
S D Prajwal Dev,M,R,IND,0.0,2.0,0.0,2018.0,2018.0,,
Franco Moral,M,U,CHI,0.0,2.0,0.0,2016.0,2016.0,,
Bart Van Den Berg,M,U,NED,0.0,1.0,0.0,2021.0,2021.0,,
Daniel Orlita,M,R,CZE,0.0,1.0,0.0,2016.0,2016.0,,
Leonard Von Hindte,M,R,GER,0.0,2.0,0.0,2017.0,2017.0,,
Thomas Yaka Kofi Setodji,M,U,TOG,0.0,2.0,0.0,2018.0,2018.0,,
Hasan Ibrahim,M,R,GER,0.0,1.0,0.0,2020.0,2020.0,,
Jakub Novak,M,U,SVK,0.0,2.0,0.0,2016.0,2016.0,,
Erik Chren,M,U,SVK,0.0,1.0,0.0,2018.0,2018.0,,
Michael Weindl,M,U,GER,0.0,2.0,0.0,2018.0,2018.0,,
Michal Marko,M,R,SVK,0.0,1.0,0.0,2016.0,2016.0,,
Anatoliy Petrenko,M,R,UKR,0.0,1.0,0.0,2020.0,2020.0,,
Tiran Sanghera,M,R,GBR,0.0,2.0,0.0,2018.0,2018.0,,
Tom Dynka,M,U,CAN,0.0,1.0,0.0,2016.0,2016.0,,
Mateusz Terczynski,M,R,POL,0.0,4.0,0.0,2016.0,2017.0,,
Igor Kolaric,M,U,SRB,0.0,1.0,0.0,2017.0,2017.0,,
Jad Ballout,M,U,TPE,0.0,1.0,0.0,2018.0,2018.0,,
Jared Thompkins,M,U,USA,0.0,2.0,0.0,2016.0,2016.0,,
Alec Adamson,M,U,USA,0.0,3.0,0.0,2016.0,2016.0,,
Alex Brenner,M,U,USA,0.0,1.0,0.0,2018.0,2018.0,,
Jacob Brumm,M,U,USA,0.0,1.0,0.0,2018.0,2018.0,,
Michael Genender,M,L,USA,0.0,3.0,0.0,2016.0,2017.0,,
Koray Kirci,M,U,TUR,0.0,6.0,0.0,2017.0,2020.0,,
Leevi Saatela,M,U,FIN,0.0,1.0,0.0,2019.0,2019.0,,
Mikko Rouvala,M,U,FIN,0.0,1.0,0.0,2018.0,2018.0,,
Manfred Fellin,M,R,ITA,0.0,1.0,0.0,2018.0,2018.0,,
William Flavell,M,U,GBR,0.0,1.0,0.0,2016.0,2016.0,,
Tom Diederich,M,L,LUX,0.0,1.0,0.0,2016.0,2016.0,,
Patrick Kaukovalta,M,U,FIN,0.0,1.0,0.0,2017.0,2017.0,,
Daniel Svensson,M,R,SWE,0.0,1.0,0.0,2016.0,2016.0,,
Ignacio German Dagostino Herrera,M,U,ARG,0.0,1.0,0.0,2016.0,2016.0,,
Juan Borba,M,R,PAR,0.0,1.0,0.0,2019.0,2019.0,,
Gabriel Diaz Freire,M,R,ESP,0.0,1.0,0.0,2016.0,2016.0,,
Peter Balla,M,U,HUN,0.0,1.0,0.0,2017.0,2017.0,,
Maxime Petel,M,U,FRA,0.0,1.0,0.0,2016.0,2016.0,,
Jacob Eskeland,M,U,NOR,0.0,1.0,0.0,2018.0,2018.0,,
Irakli Metreveli,M,U,GEO,0.0,1.0,0.0,2016.0,2016.0,,
Marco Pivotto,M,U,ITA,0.0,1.0,0.0,2016.0,2016.0,,
Torben Otto,M,U,GER,0.0,1.0,0.0,2016.0,2016.0,,
Javier Rodriguez,M,U,MEX,0.0,1.0,0.0,2016.0,2016.0,,
Frederic Stotz,M,R,FRA,0.0,1.0,0.0,2017.0,2017.0,,
Pierre Debrosse,M,U,FRA,0.0,1.0,0.0,2018.0,2018.0,,
Manuel Castellanos,M,R,DOM,0.0,1.0,0.0,2016.0,2016.0,,
Jonathan Bejar,M,U,AUS,0.0,1.0,0.0,2016.0,2016.0,,
Josh Hagar Hagar,M,R,USA,0.0,3.0,0.0,2017.0,2016.0,,
Jocelyn Devilliers,M,R,FRA,0.0,1.0,0.0,2016.0,2016.0,,
Sung Min Han,M,U,KOR,0.0,1.0,0.0,2017.0,2017.0,,
Oleksander Byelinskyy,M,U,UKR,0.0,4.0,0.0,2017.0,2017.0,,
Long Chen,M,U,CHN,0.0,3.0,0.0,2016.0,2016.0,,
Jack Murray,M,R,USA,0.0,1.0,0.0,2017.0,2017.0,,
Jordan Parker,M,U,GBR,0.0,4.0,0.0,2017.0,2018.0,,
Guillermo Alejandro Arrambide Herrera,M,U,MEX,0.0,1.0,0.0,2016.0,2016.0,,
Jorge Abde Celis,M,U,CHI,0.0,1.0,0.0,2017.0,2017.0,,
Charles Force,M,U,USA,0.0,6.0,0.0,2017.0,2018.0,,
Socrates Leon Tsoronis,M,R,AUS,0.0,1.0,0.0,2018.0,2018.0,,
Graham Alrutz,M,U,USA,0.0,1.0,0.0,2016.0,2016.0,,
Marco Bergagnin,M,U,ITA,0.0,1.0,0.0,2016.0,2016.0,,
Charly Zick,M,U,GER,0.0,2.0,0.0,2017.0,2017.0,,
Iznaur Akhmaev,M,R,RUS,0.0,2.0,0.0,2017.0,2017.0,,
Abdulrahman Al Janahi,M,R,UAE,0.0,1.0,0.0,2021.0,2021.0,,
Patricio Betancourt Gonzalez,M,R,MEX,0.0,2.0,0.0,2018.0,2018.0,,
Darko Bojanovic,M,R,BIH,0.0,1.0,0.0,2018.0,2018.0,,
Daniele Catini,M,U,ITA,0.0,1.0,0.0,2017.0,2017.0,,
Robert Kjellberg,M,R,SWE,0.0,1.0,0.0,2018.0,2018.0,,
Robbie C Bellamy,M,U,USA,0.0,1.0,0.0,2016.0,2016.0,,
Elio Jose Ribeiro Lago,M,R,BRA,0.0,1.0,0.0,2018.0,2018.0,,
Marko Jovanovic,M,R,AUS,0.0,1.0,0.0,2016.0,2016.0,,
Nicolas Brand,M,U,GER,0.0,1.0,0.0,2018.0,2018.0,,
Spencer Furman,M,U,USA,0.0,1.0,0.0,2017.0,2017.0,,
Muzingaye Dickson Andile Sibanda,M,U,ZIM,0.0,1.0,0.0,2020.0,2020.0,,
Patrick Walker,M,U,USA,0.0,1.0,0.0,2017.0,2017.0,,
Nick Zieziula,M,U,USA,0.0,1.0,0.0,2016.0,2016.0,,
Mandresy Rakotomalala,M,R,FRA,0.0,1.0,0.0,2017.0,2017.0,,
Dmytro Badanov,M,U,UKR,0.0,2.0,0.0,2016.0,2016.0,,
Marco Di Prima,M,U,ITA,0.0,2.0,0.0,2016.0,2016.0,,
Jakub Wojcik,M,U,USA,0.0,1.0,0.0,2018.0,2018.0,,
Duarte Vale,M,U,POR,0.0,1.0,0.0,2021.0,2021.0,,
Daniil Zarichanskyy,M,L,UKR,0.0,2.0,0.0,2017.0,2017.0,,
Javier Naser,M,U,CHI,0.0,3.0,0.0,2017.0,2018.0,,
Ivan Davydov,M,R,RUS,0.0,2.0,0.0,2016.0,2016.0,,
Oleg Prihodko,M,R,UKR,0.0,1.0,0.0,2021.0,2021.0,,
Kody Pearson,M,U,AUS,0.0,1.0,0.0,2016.0,2016.0,,
Benard Bruno Nkomba,M,R,AUS,0.0,4.0,0.0,2017.0,2016.0,,
Patcharapol Kawin,M,U,THA,0.0,4.0,0.0,2017.0,2016.0,,
Shohei Chikami,M,R,JPN,0.0,1.0,0.0,2017.0,2017.0,,
Courtney John Lock,M,R,ZIM,0.0,7.0,0.0,2016.0,2017.0,,
Jordan Correia Passos Do Carmo,M,U,BRA,0.0,8.0,0.0,2019.0,2018.0,,
Pavel Petrov,M,U,KAZ,0.0,2.0,0.0,2016.0,2016.0,,
Sebastian Quiros,M,U,ESA,0.0,1.0,0.0,2016.0,2016.0,,
William Kirkman,M,U,DOM,0.0,1.0,0.0,2017.0,2017.0,,
Linh Giang Trinh,M,U,VIE,0.0,3.0,0.0,2017.0,2017.0,,
Christophe Tholl,M,U,LUX,0.0,2.0,0.0,2018.0,2018.0,,
Vivien Cabos,M,U,FRA,0.0,2.0,0.0,2018.0,2018.0,,
Clement Larriere,M,R,FRA,0.0,2.0,0.0,2016.0,2016.0,,
Alexander Boborykin,M,U,RUS,0.0,1.0,0.0,2016.0,2016.0,,
Seung Ri Choi,M,U,KOR,0.0,1.0,0.0,2017.0,2017.0,,
Andres Gabriel Ciurletti,M,U,ARG,0.0,3.0,0.0,2016.0,2017.0,,
Max Jacob Schnur,M,U,USA,0.0,5.0,0.0,2016.0,2017.0,,
Camilo Andres Erazo,M,L,COL,0.0,4.0,0.0,2016.0,2016.0,,
Patrik Obal,M,U,SVK,0.0,1.0,0.0,2016.0,2016.0,,
Rudolfs Mednis,M,U,LAT,0.0,3.0,0.0,2016.0,2017.0,,
Stefan Skadarka,M,L,AUS,0.0,5.0,0.0,2017.0,2016.0,,
Eun Chong Shin,M,U,KOR,0.0,1.0,0.0,2017.0,2017.0,,
Cesar Antonio Gomez Diaz,M,R,MEX,0.0,1.0,0.0,2017.0,2017.0,,
Emilio Andrea Segarelli,M,L,USA,0.0,3.0,0.0,2016.0,2016.0,,
Gary Kushnirovich,M,U,USA,0.0,3.0,0.0,2018.0,2020.0,,
Hao Sheng Koay,M,U,MAS,0.0,1.0,0.0,2016.0,2016.0,,
Edoardo Lavagno,M,L,ITA,0.0,2.0,0.0,2016.0,2016.0,,
Richard Solberg,M,R,SWE,0.0,2.0,0.0,2016.0,2016.0,,
Mattias Siimar,M,U,EST,0.0,1.0,0.0,2017.0,2017.0,,
Menelaos Efstathiou,M,R,CYP,0.0,1.0,0.0,2017.0,2017.0,,
Mcclain Kessler,M,U,USA,0.0,1.0,0.0,2018.0,2018.0,,
Nino Portales,M,U,FRA,0.0,1.0,0.0,2016.0,2016.0,,
Gonzalo Achondo,M,U,CHI,0.0,1.0,0.0,2016.0,2016.0,,
Armando Gandini,M,R,DOM,0.0,2.0,0.0,2016.0,2016.0,,
Luis Mauricio Bonilla,M,U,DOM,0.0,1.0,0.0,2016.0,2016.0,,
Lucas Andriamasilalao,M,R,MAD,0.0,1.0,0.0,2017.0,2017.0,,
Julian Saborio,M,U,CRC,0.0,1.0,0.0,2020.0,2020.0,,
Fabian Lara,M,U,MEX,0.0,1.0,0.0,2016.0,2016.0,,
Quentin Folliot,M,U,FRA,0.0,1.0,0.0,2016.0,2016.0,,
Mirko Martinez,M,U,SUI,0.0,2.0,0.0,2017.0,2017.0,,
Digvijaypratap Singh,M,R,IND,0.0,1.0,0.0,2019.0,2019.0,,
Aditya Deswal,M,L,IND,0.0,2.0,0.0,2016.0,2016.0,,
Blazo N Djurovic,M,U,AUS,0.0,2.0,0.0,2016.0,2016.0,,
Kushaan Nath,M,R,IND,0.0,1.0,0.0,2017.0,2017.0,,
Mohamed Belcora,M,U,MAR,0.0,1.0,0.0,2016.0,2016.0,,
Keanu Ellen,M,U,USA,0.0,1.0,0.0,2016.0,2016.0,,
Anthony Susanto,M,R,INA,0.0,2.0,0.0,2017.0,2017.0,,
Boris Fassbender,M,R,FRA,0.0,1.0,0.0,2018.0,2018.0,,
Luca Prevosto,M,R,ITA,0.0,2.0,0.0,2016.0,2016.0,,
Mykyta Mashtakov,M,R,UKR,0.0,2.0,0.0,2017.0,2017.0,,
Chukang Wang,M,U,CHN,0.0,6.0,0.0,2019.0,2018.0,,
Stefan Vujic,M,R,AUS,0.0,2.0,0.0,2016.0,2016.0,,
Alonso Alejandro Delgado,M,U,MEX,0.0,1.0,0.0,2020.0,2020.0,,
Alexander Gornet,M,U,USA,0.0,1.0,0.0,2016.0,2016.0,,
Amer Naow,M,R,SYR,0.0,2.0,0.0,2017.0,2017.0,,
Pavel Selivanovsky,M,R,RUS,0.0,1.0,0.0,2016.0,2016.0,,
Luc Fomba,M,U,FRA,0.0,1.0,0.0,2016.0,2016.0,,
Boris Butulija,M,U,SRB,0.0,1.0,0.0,2021.0,2021.0,,
Valentin Vanta,M,U,ROU,0.0,2.0,0.0,2016.0,2016.0,,
Ioan Dan Abrudan,M,R,ROU,0.0,1.0,0.0,2017.0,2017.0,,
Grega Boh,M,U,SLO,0.0,2.0,0.0,2016.0,2016.0,,
